Sample	strain	publication	study	study_id	year	location	lat	lon
SRR14308775	fall2	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71
SRR14308776	fall1	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71
SRR3939056	GA_at_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	34	-83
SRR3939057	GA_at_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	34	-83
SRR3939058	MI_bh_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-86
SRR3939059	MI_bh_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-86
SRR3939076	VA_ch_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	38	-78
SRR3939077	VA_ch_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	38	-78
SRR3939078	WI_cp_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	43	-90
SRR3939080	MA_la_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-72
SRR3939082	MA_la_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	42	-72
SRR3939083	PA_st_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	41	-78
SRR3939084	PA_st_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	41	-78
SRR3939085	KA_to_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	39	-96
SRR3939086	KA_to_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	39	-96
SRR3939096	PA_li_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	40	-75
SRR3939097	PA_li_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	40	-75
SRR5647729	FR_Vil_14_07	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	France	49	2
SRR5647730	UA_Kha_14_46	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	36
SRR5647731	UA_Che_14_47	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	30
SRR5647732	UA_Dro_14_27	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	49	24
SRR5647733	UA_Che_14_28	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	30
SRR5647734	UA_Che_14_29	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	30
SRR5647735	SE_Lun_14_30	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Sweden	56	13
SRR5647736	UA_Kyi_14_23	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	30
SRR5647737	UA_Kyi_14_24	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	30
SRR5647738	UA_Var_14_25	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	33
SRR5647739	UA_Pyr_14_26	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	33
SRR5647740	UA_Uma_14_50	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	49	30
SRR5647741	RU_Val_14_51	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Russia	58	33
SRR5647742	UA_Che_14_48	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	29
SRR5647743	UA_Kyi_14_49	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	30
SRR5647744	DE_Mun_14_31	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	12
SRR5647745	DE_Mun_14_32	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	12
SRR5647746	AT_See_14_44	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Austria	47	14
SRR5647747	UA_Kha_14_45	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	36
SRR5647748	TR_Yes_14_04	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Turkey	40	32
SRR5647749	TR_Yes_14_03	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Turkey	40	32
SRR5647750	AT_Mau_14_02	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Austria	48	16
SRR5647751	AT_Mau_14_01	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Austria	48	16
SRR5647752	UK_She_14_09	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	53	-2
SRR5647753	FR_Got_14_08	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	France	45	5
SRR5647754	CH_Cha_14_42	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Switzerland	47	7
SRR5647755	FR_Vil_14_05	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	France	49	2
SRR5647756	CY_Nic_14_11	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Cyprus	35	33
SRR5647757	UK_Sou_14_10	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	56	-3
SRR5647758	CH_Cha_14_43	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Switzerland	47	7
SRR5647759	UK_Lut_14_13	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	52	-1
SRR5647760	UK_Mar_14_12	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	52	-1
SRR5647761	DE_Bro_14_15	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	8
SRR5647762	DE_Bro_14_14	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	8
SRR5647763	UA_Yal_14_18	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	45	34
SRR5647764	UA_Yal_14_16	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	45	34
SRR5647765	UA_Ode_14_20	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31
SRR5647766	UA_Ode_14_19	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31
SRR5647767	UA_Ode_14_22	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31
SRR5647768	UA_Ode_14_21	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31
SRR5647769	ES_Gim_14_34	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Spain	42	1
SRR5647770	PT_Rec_14_33	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Portugal	41	-8
SRR5647771	DK_Kar_14_41	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Denmark	56	10
SRR5647772	DK_Kar_14_39	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Denmark	56	10
SRR5647773	FI_Ves_14_38	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Finland	63	26
SRR5647774	FI_Aka_14_37	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Finland	61	24
SRR5647775	FI_Aka_14_36	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Finland	61	24
SRR5647776	ES_Gim_14_35	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Spain	42	1
SRR8061818	WA_se_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	47	-122
SRR8061819	WI_cp_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	43	-90
SRR3939087	VA_ch_15_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	38	-78
SRR3939088	VA_ch_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	38	-78
SRR3939089	PA_st_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	41	-78
SRR3939091	ON_su_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Canada	47	-81
SRR3939092	ON_su_15_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Canada	47	-81
SRR3939094	IL_ur_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	40	-88
SRR3939098	PA_li_15_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	40	-75
SRR3939099	PA_li_15_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	USA	40	-75
SRR8439107	TR_Yes_15_8	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32
SRR8439108	TR_Yes_15_7	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32
SRR8439109	TR_Yes_15_6	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32
SRR8439110	TR_Yes_15_5	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32
SRR8439111	TR_Yes_15_4	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32
SRR8439112	GS_Sai_15_2	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Guadeloupe	16	-61
SRR8439113	TR_Yes_15_3	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32
SRR8439114	GS_Des_15_1	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Guadeloupe	16	-62
SRR8439115	UA_Cho_15_70	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439116	UA_Dro_15_10	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	49	24
SRR8439117	UA_Uma_15_9	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	49	30
SRR8439118	IT_Mez_15_43	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Italy	46	11
SRR8439119	IT_Mez_15_44	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Italy	46	11
SRR8439120	FR_Vil_15_41	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	49	2
SRR8439121	UK_Mar_15_42	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	United Kingdom	52	-1
SRR8439122	FR_Got_15_47	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	45	5
SRR8439123	FR_Got_15_48	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	45	5
SRR8439124	DE_Mun_15_46	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	12
SRR8439125	DE_Mun_15_45	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	12
SRR8439126	FR_Got_15_49	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	45	5
SRR8439127	AT_Mau_15_50	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Austria	48	16
SRR8439128	UA_Cho_15_67	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439129	UA_Pyr_15_21	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	33
SRR8439130	UA_Ode_15_22	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31
SRR8439131	UA_Yal_15_23	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	45	34
SRR8439132	UA_Cho_15_24	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439133	UA_Cho_15_25	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439134	UA_Cho_15_26	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439135	UA_Cho_15_27	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439136	ES_Tom_15_28	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	39	-3
SRR8439137	ES_Tom_15_29	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	39	-3
SRR8439138	ES_Gim_15_30	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	42	0
SRR8439139	UA_Cho_15_69	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439140	UA_Ode_15_66	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31
SRR8439141	RU_Ale_15_55	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	56	39
SRR8439142	UK_Dai_15_52	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	United Kingdom	56	-3
SRR8439143	AT_Mau_15_51	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Austria	48	16
SRR8439144	DE_Bro_15_54	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	8
SRR8439145	UA_Ode_15_20	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31
SRR8439146	UA_Kha_15_19	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	36
SRR8439147	UA_Kyi_15_64	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	30
SRR8439148	DE_Bro_15_53	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	8
SRR8439149	UA_Cho_15_65	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30
SRR8439150	PT_Rec_15_16	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Portugal	41	-8
SRR8439151	SE_Lun_15_15	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Sweden	56	13
SRR8439152	UA_Var_15_18	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	33
SRR8439153	UK_She_15_17	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	United Kingdom	53	-2
SRR8439154	PO_Brz_15_12	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Poland	54	20
SRR8439155	UA_Ode_15_11	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31
SRR8439156	SE_Lun_15_14	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Sweden	56	13
SRR8439157	BY_Bre_15_13	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Belarus	52	24
SRR8439158	RU_val_15_38	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	58	33
SRR8439159	RU_tul_15_37	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	54	38
SRR8439160	RU_val_15_36	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	58	33
SRR8439161	FI_Aka_15_35	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Finland	61	24
SRR8439162	FI_Aka_15_34	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Finland	61	24
SRR8439163	ES_Cor_15_33	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	38	-3
SRR8439164	ES_Gua_15_32	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	37	-3
SRR8439165	FR_Vil_15_40	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	49	2
SRR8439166	CH_Cha_15_39	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Switzerland	47	7
SRR8439167	UA_Yal_15_63	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	45	34
SRR8439168	ES_Gim_15_31	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	42	0
SRR8439169	UA_Cho_15_68	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	29
SRR9951090	ES_Ten_15_15	https://doi.org/10.1038/s41467-022-29518-8	PRJNA559813	Kapun2021	2015	Tenerife, Spain	28	-16
SRR8494422	UA_Uma_16_51	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	49	30
SRR8494423	TR_Yes_16_52	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32
SRR8494424	UA_Pyr_16_49	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	33
SRR8494425	UA_Uma_16_50	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	49	30
SRR8494426	UA_Pir_16_48	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30
SRR8494427	UA_Ode_16_47	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	46	31
SRR8494428	UA_Kyi_16_45	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	30
SRR8494429	UA_Ode_16_46	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	46	31
SRR8494430	UA_Kyi_16_59	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	30
SRR8494431	UA_Cho_16_54	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30
SRR8494432	UK_Mar_16_53	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	United Kingdom	52	-1
SRR8494433	UA_Cho_16_62	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30
SRR8494434	DE_Bro_16_10	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	8
SRR8494435	FR_Vil_16_9	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	France	49	2
SRR8494436	UA_Yal_16_61	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	45	34
SRR8494437	DK_Kar_16_4	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Denmark	56	10
SRR8494438	DK_Kar_16_3	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Denmark	56	10
SRR8494439	AT_See_16_1	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Austria	47	14
SRR8494440	DK_Kar_16_2	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Denmark	56	10
SRR8494441	UA_Dro_16_56	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	49	24
SRR8494442	FI_Ves_16_7	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Finland	63	26
SRR8494443	FI_Aka_16_6	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Finland	61	24
SRR8494444	UA_Cho_16_55	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30
SRR8494445	FI_Aka_16_5	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Finland	61	24
SRR8494446	UA_Kha_16_58	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	36
SRR8494447	FR_Got_16_8	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	France	45	5
SRR8494448	UA_Kan_16_57	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	32
SRR8494449	RU_Val_16_19	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	58	33
SRR8494450	RU_Val_16_20	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	58	33
SRR8494451	DE_Mun_16_12	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	12
SRR8494452	DE_Bro_16_11	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	8
SRR8494453	HU_Sze_16_14	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Hungary	46	20
SRR8494454	DE_Mun_16_13	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	12
SRR8494455	PO_Gda_16_16	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Poland	54	19
SRR8494456	IT_Tre_16_15	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Italy	46	11
SRR8494457	PT_Rec_16_18	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Portugal	41	-8
SRR8494458	PO_Brz_16_17	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Poland	54	20
SRR8494459	CH_Cha_16_38	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Switzerland	47	7
SRR8494460	ES_Tom_16_37	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	39	-3
SRR8494461	ES_Tom_16_36	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	39	-3
SRR8494462	ES_Pur_16_35	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	37	-3
SRR8494463	TR_Yes_16_42	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32
SRR8494464	TR_Yes_16_41	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32
SRR8494465	TR_Yes_16_40	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32
SRR8494466	UA_Kyi_16_44	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	30
SRR8494467	TR_Yes_16_39	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32
SRR8494468	TR_Yes_16_43	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32
SRR8494469	UA_Var_16_60	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	33
SRR8494470	ES_Gim_16_33	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	42	0
SRR8494471	RS_Kal_16_29	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	43	22
SRR8494472	ES_Gim_16_34	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	42	0
SRR8494473	RS_Sla_16_30	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	45	20
SRR8494474	RS_Sla_16_31	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	45	20
SRR8494475	ES_Ben_16_32	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	37	-3
SRR8494476	RU_Ale_16_22	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	56	39
SRR8494477	RU_Val_16_21	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	58	33
SRR8494478	UK_Dai_16_23	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	United Kingdom	56	-3
SRR8494479	RS_Kal_16_28	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	43	22